ANTIBIOTIC,ORGANISM,GENE,LOCATION
Isoniazid,Mycobacterium tuberculosis ,KatG,Chennai in  India
Isoniazid,Mycobacterium tuberculosis ,KatG,Los Angeles in United States
Isoniazid,Mycobacterium tuberculosis ,KatG,NA
Isoniazid,Mycobacterium tuberculosis ,KatG,Ontario in  Canada 
Isoniazid,Mycobacterium tuberculosis ,KatG,France
Isoniazid,Mycobacterium tuberculosis ,KatG,NA
Isoniazid,Mycobacterium tuberculosis ,KatG,NA
Isoniazid,Mycobacterium tuberculosis ,KatG,Warsaw in Poland
Isoniazid,Mycobacterium tuberculosis ,KatG,Hong Kong
Isoniazid,Mycobacterium tuberculosis ,KatG,NA
Isoniazid,Mycobacterium tuberculosis ,KatG,NA
Isoniazid,Mycobacterium tuberculosis ,KatG,NA
Isoniazid,Mycobacterium tuberculosis ,KatG,Belarus
Isoniazid,Mycobacterium tuberculosis ,KatG,NA
Isoniazid,Mycobacterium tuberculosis ,KatG,San Francisco in United States
Isoniazid,Mycobacterium tuberculosis ,KatG,Thailand
Isoniazid,Mycobacterium tuberculosis ,KatG,NA
Isoniazid,Mycobacterium tuberculosis ,KatG,NA
Isoniazid,Mycobacterium tuberculosis ,KatG,NA
Isoniazid,Mycobacterium tuberculosis ,KatG,NA
Isoniazid,Mycobacterium tuberculosis ,KatG,NA
Isoniazid,Mycobacterium tuberculosis ,KatG,NA
Isoniazid,Mycobacterium tuberculosis ,KatG,NA
Isoniazid,Mycobacterium tuberculosis ,KatG,NA
Isoniazid,Mycobacterium tuberculosis ,KatG,China
Isoniazid,Mycobacterium tuberculosis ,KatG,Quebec in Canada
Isoniazid,Mycobacterium tuberculosis ,KatG,San Francisco in United States
Isoniazid,Mycobacterium tuberculosis ,KatG,NA
Isoniazid,Mycobacterium tuberculosis ,KatG,NA
Isoniazid,Mycobacterium tuberculosis ,KatG,Rio de Janeiro in  Brazil
Isoniazid,Mycobacterium tuberculosis ,KatG,NA
Isoniazid,Mycobacterium tuberculosis ,KatG,NA
Isoniazid,Mycobacterium tuberculosis ,KatG,NA
Isoniazid,Mycobacterium tuberculosis ,KatG,North India
Isoniazid,Mycobacterium tuberculosis ,KatG,Russia
Isoniazid,Mycobacterium tuberculosis ,KatG,North India
Isoniazid,Mycobacterium tuberculosis ,KatG,Japan
Isoniazid,Mycobacterium tuberculosis ,KatG,Hong Kong
Isoniazid,Mycobacterium tuberculosis ,KatG,Taiwan
Isoniazid,Mycobacterium tuberculosis ,KatG,Taiwan
Isoniazid,Mycobacterium tuberculosis ,KatG,Hong Kong
Isoniazid,Mycobacterium tuberculosis ,KatG,Sri Lanka
Isoniazid,Mycobacterium tuberculosis ,KatG,Belarus
Isoniazid,Mycobacterium tuberculosis ,KatG,Veracruz in  Mexico
Isoniazid,Mycobacterium tuberculosis ,KatG,Belarus
Isoniazid,Mycobacterium tuberculosis ,KatG,Hong Kong
Isoniazid,Mycobacterium tuberculosis ,KatG,Rio de Janeiro in  Brazil
Isoniazid,Mycobacterium tuberculosis ,KatG,Hong Kong
Isoniazid,Mycobacterium tuberculosis ,KatG,Sri Lanka
Isoniazid,Mycobacterium tuberculosis ,KatG,Quebec in Canada
Isoniazid,Mycobacterium tuberculosis ,KatG,North India
Isoniazid,Mycobacterium tuberculosis ,KatG,NA
Isoniazid,Mycobacterium tuberculosis ,KatG,NA
Isoniazid,Mycobacterium tuberculosis ,KatG,NA
Isoniazid,Mycobacterium tuberculosis ,KatG,Hong Kong
Isoniazid,Mycobacterium tuberculosis ,KatG,NA
Isoniazid,Mycobacterium tuberculosis ,KatG,NA
Isoniazid,Mycobacterium tuberculosis ,KatG,NA
Isoniazid,Mycobacterium tuberculosis ,KatG,Belarus
Isoniazid,Mycobacterium tuberculosis ,KatG,Chennai in  India
Isoniazid,Mycobacterium tuberculosis ,KatG,China
Isoniazid,Mycobacterium tuberculosis ,KatG,Finland
Isoniazid,Mycobacterium tuberculosis ,KatG,Iran
Isoniazid,Mycobacterium tuberculosis ,KatG,Japan
Isoniazid,Mycobacterium tuberculosis ,KatG,NA
Isoniazid,Mycobacterium tuberculosis ,KatG,NA
Isoniazid,Mycobacterium tuberculosis ,KatG,NA
Isoniazid,Mycobacterium tuberculosis ,KatG,NA
Isoniazid,Mycobacterium tuberculosis ,KatG,NA
Isoniazid,Mycobacterium tuberculosis ,KatG,NA
Isoniazid,Mycobacterium tuberculosis ,KatG,North India
Isoniazid,Mycobacterium tuberculosis ,KatG,Rio de Janeiro in  Brazil
Isoniazid,Mycobacterium tuberculosis ,KatG,Sri Lanka
Isoniazid,Mycobacterium tuberculosis ,KatG,Taiwan
Isoniazid,Mycobacterium tuberculosis ,KatG,Taiwan
Isoniazid,Mycobacterium tuberculosis ,KatG,Thailand
Isoniazid,Mycobacterium tuberculosis ,KatG,Warsaw in Poland
Isoniazid,Mycobacterium tuberculosis ,KatG,NA
Isoniazid,Mycobacterium tuberculosis ,KatG,Rio de Janeiro in  Brazil
Isoniazid,Mycobacterium tuberculosis ,KatG,San Francisco in United States
Isoniazid,Mycobacterium tuberculosis ,KatG,Chennai in  India
Isoniazid,Mycobacterium tuberculosis ,KatG,Warsaw in Poland
Isoniazid,Mycobacterium tuberculosis ,KatG,Chennai in  India
Isoniazid,Mycobacterium tuberculosis ,KatG,NA
Isoniazid,Mycobacterium tuberculosis ,KatG,NA
Isoniazid,Mycobacterium tuberculosis ,KatG,Hong Kong
Isoniazid,Mycobacterium tuberculosis ,KatG,Hong Kong
Isoniazid,Mycobacterium tuberculosis ,KatG,North India
Isoniazid,Mycobacterium tuberculosis ,KatG,NA
Isoniazid,Mycobacterium tuberculosis ,KatG,NA
Isoniazid,Mycobacterium tuberculosis ,KatG,NA
Isoniazid,Mycobacterium tuberculosis ,KatG,NA
Isoniazid,Mycobacterium tuberculosis ,KatG,NA
Isoniazid,Mycobacterium tuberculosis ,KatG,NA
Isoniazid,Mycobacterium tuberculosis ,KatG,NA
Isoniazid,Mycobacterium tuberculosis ,KatG,NA
Isoniazid,Mycobacterium tuberculosis ,KatG,Hong Kong
Isoniazid,Mycobacterium tuberculosis ,KatG,Japan
Isoniazid,Mycobacterium tuberculosis ,KatG,NA
Isoniazid,Mycobacterium tuberculosis ,KatG,NA
Isoniazid,Mycobacterium tuberculosis ,KatG,NA
Isoniazid,Mycobacterium tuberculosis ,KatG,Warsaw in Poland
Isoniazid,Mycobacterium tuberculosis ,KatG,Warsaw in Poland
Isoniazid,Mycobacterium tuberculosis ,KatG,NA
Isoniazid,Mycobacterium tuberculosis ,KatG,NA
Isoniazid,Mycobacterium tuberculosis ,KatG,NA
Isoniazid,Mycobacterium tuberculosis ,KatG,Thailand
Isoniazid,Mycobacterium tuberculosis ,KatG,Hong Kong
Isoniazid,Mycobacterium tuberculosis ,KatG,NA
Isoniazid,Mycobacterium tuberculosis ,KatG,Finland
Isoniazid,Mycobacterium tuberculosis ,KatG,Singapore
Isoniazid,Mycobacterium tuberculosis ,KatG,Belarus
Isoniazid,Mycobacterium tuberculosis ,KatG,Belarus
Isoniazid,Mycobacterium tuberculosis ,KatG,Belarus
Isoniazid,Mycobacterium tuberculosis ,KatG,Belarus
Isoniazid,Mycobacterium tuberculosis ,KatG,Belarus
Isoniazid,Mycobacterium tuberculosis ,KatG,NA
Isoniazid,Mycobacterium tuberculosis ,KatG,NA
Isoniazid,Mycobacterium tuberculosis ,KatG,Quebec in Canada
Isoniazid,Mycobacterium tuberculosis ,KatG,Hong Kong
Isoniazid,Mycobacterium tuberculosis ,KatG,Thailand
Isoniazid,Mycobacterium tuberculosis ,KatG,Rio de Janeiro in  Brazil
Isoniazid,Mycobacterium tuberculosis ,KatG,NA
Isoniazid,Mycobacterium tuberculosis ,KatG,Warsaw in Poland
Isoniazid,Mycobacterium tuberculosis ,KatG,NA
Isoniazid,Mycobacterium tuberculosis ,KatG,Taiwan
Isoniazid,Mycobacterium tuberculosis ,KatG,NA
Isoniazid,Mycobacterium tuberculosis ,KatG,NA
Isoniazid,Mycobacterium tuberculosis ,KatG,NA
Isoniazid,Mycobacterium tuberculosis ,KatG,NA
Isoniazid,Mycobacterium tuberculosis ,KatG,NA
Isoniazid,Mycobacterium tuberculosis ,KatG,France
Isoniazid,Mycobacterium tuberculosis ,KatG,NA
Isoniazid,Mycobacterium tuberculosis ,KatG,NA
Isoniazid,Mycobacterium tuberculosis ,KatG,NA
Isoniazid,Mycobacterium tuberculosis ,KatG,NA
Isoniazid,Mycobacterium tuberculosis ,KatG,China
Isoniazid,Mycobacterium tuberculosis ,KatG,China
Isoniazid,Mycobacterium tuberculosis ,KatG,Finland
Isoniazid,Mycobacterium tuberculosis ,KatG,Finland
Isoniazid,Mycobacterium tuberculosis ,KatG,Japan
Isoniazid,Mycobacterium tuberculosis ,KatG,Japan
Isoniazid,Mycobacterium tuberculosis ,KatG,NA
Isoniazid,Mycobacterium tuberculosis ,KatG,North India
Isoniazid,Mycobacterium tuberculosis ,KatG,North India
Isoniazid,Mycobacterium tuberculosis ,KatG,North India
Isoniazid,Mycobacterium tuberculosis ,KatG,North India
Isoniazid,Mycobacterium tuberculosis ,KatG,Quebec in Canada
Isoniazid,Mycobacterium tuberculosis ,KatG,Changchun in  China
Isoniazid,Mycobacterium tuberculosis ,KatG,Changchun in  China
Isoniazid,Mycobacterium tuberculosis ,KatG,Yunnan Province in  China
Isoniazid,Mycobacterium tuberculosis ,KatG,Yunnan Province in  China
Isoniazid,Mycobacterium tuberculosis ,KatG,Yunnan Province in  China
Isoniazid,Mycobacterium tuberculosis ,KatG,Yunnan Province in  China
Isoniazid,Mycobacterium tuberculosis ,KatG,NA
Isoniazid,Mycobacterium tuberculosis complex,KatG,Ghana
Isoniazid,Mycobacterium ulcerans,KatG,NA
Isoniazid,Mycobacterium ulcerans,KatG,Kazakhstan
Isoniazid,Mycobacterium ulcerans,KatG,Germany
Ethambutol,Mycobacterium tuberculosis ,pncA,China
Ethambutol,Mycobacterium tuberculosis ,pncA,China
Ethambutol,Mycobacterium tuberculosis ,pncA,China
Ethambutol,Mycobacterium tuberculosis ,pncA,China
Ethambutol,Mycobacterium tuberculosis ,pncA,China
Ethambutol,Mycobacterium tuberculosis ,pncA,China
Ethambutol,Mycobacterium tuberculosis ,pncA,China
Ethambutol,Mycobacterium tuberculosis ,pncA,China
Ethambutol,Mycobacterium tuberculosis ,pncA,China
Ethambutol,Mycobacterium tuberculosis ,pncA,China
Ethambutol,Mycobacterium tuberculosis ,pncA,China
Ethambutol,Mycobacterium tuberculosis ,pncA,China
Ethambutol,Mycobacterium tuberculosis ,pncA,China
Ethambutol,Mycobacterium tuberculosis ,pncA,China
Ethambutol,Mycobacterium tuberculosis ,pncA,China
Ethambutol,Mycobacterium tuberculosis ,pncA,China
Ethambutol,Mycobacterium tuberculosis ,pncA,China
Ethambutol,Mycobacterium tuberculosis ,embC,China
Ethambutol,Mycobacterium tuberculosis ,embC,China
Ethambutol,Mycobacterium tuberculosis ,embC,China
Ethambutol,Mycobacterium tuberculosis ,embC,China
Ethambutol,Mycobacterium tuberculosis ,embC,China
Ethambutol,Mycobacterium tuberculosis ,embC,United States and  Mexico and  Europe and  Yemen and  the Philippines and  Japan and  India
Ethambutol,Mycobacterium tuberculosis ,embC,United States and  Mexico and  Europe and  Yemen and  the Philippines and  Japan and  India
Ethambutol,Mycobacterium tuberculosis ,embC,United States and  Mexico and  Europe and  Yemen and  the Philippines and  Japan and  India
Ethambutol,Mycobacterium tuberculosis ,embC,India
Ethambutol,Mycobacterium tuberculosis ,embC,India
Ethambutol,Mycobacterium tuberculosis ,embC,India
Ethambutol,Mycobacterium tuberculosis ,embC,India
Ethambutol,Mycobacterium tuberculosis ,embC,India
Ethambutol,Mycobacterium tuberculosis ,embC,India
Ethambutol,Mycobacterium tuberculosis ,embC,India
Ethambutol,Mycobacterium tuberculosis ,embC,India
Ethambutol,Mycobacterium tuberculosis ,embC,India
Ethambutol,Mycobacterium tuberculosis ,embC,India
Ethambutol,Mycobacterium tuberculosis ,embC,India
Ethambutol,Mycobacterium tuberculosis ,embC,India
Ethambutol,Mycobacterium tuberculosis ,embC,United States and  Russia
Ethambutol,Mycobacterium tuberculosis ,embC,India
Ethambutol,Mycobacterium tuberculosis ,embC,India
Ethambutol,Mycobacterium tuberculosis ,embC,India
Ethambutol,Mycobacterium tuberculosis ,embC,India
Ethambutol,Mycobacterium tuberculosis ,embC,India
Ethambutol,Mycobacterium tuberculosis ,embC,India
Ethambutol,Mycobacterium tuberculosis ,embC,United States and  Russia
Ethambutol,Mycobacterium tuberculosis ,embC,India
Ethambutol,Mycobacterium tuberculosis ,embC,India
Ethambutol,Mycobacterium tuberculosis ,embC,India
Ethambutol,Mycobacterium tuberculosis ,embC,India
Ethambutol,Mycobacterium tuberculosis ,embC,India
Ethambutol,Mycobacterium tuberculosis ,embC,India
Ethambutol,Mycobacterium tuberculosis ,embC,India
Ethambutol,Mycobacterium tuberculosis ,embA,China
Ethambutol,Mycobacterium tuberculosis ,embA,China
Ethambutol,Mycobacterium tuberculosis ,embA,China
Ethambutol,Mycobacterium tuberculosis ,embA,China
Ethambutol,Mycobacterium tuberculosis ,embA,China
Ethambutol,Mycobacterium tuberculosis ,embA,China
Ethambutol,Mycobacterium tuberculosis ,embA,China
Ethambutol,Mycobacterium tuberculosis ,embA,China
Ethambutol,Mycobacterium tuberculosis ,embA,China
Ethambutol,Mycobacterium tuberculosis ,embA,China
Ethambutol,Mycobacterium tuberculosis ,embA,China
Ethambutol,Mycobacterium tuberculosis ,embA,China
Ethambutol,Mycobacterium tuberculosis ,embA,China
Ethambutol,Mycobacterium tuberculosis ,embA,China
Ethambutol,Mycobacterium tuberculosis ,embA,China
Ethambutol,Mycobacterium tuberculosis ,embA,China
Ethambutol,Mycobacterium tuberculosis ,embA,China
Ethambutol,Mycobacterium tuberculosis ,embA,China
Ethambutol,Mycobacterium tuberculosis ,embA,China
Ethambutol,Mycobacterium tuberculosis ,embA,China
Ethambutol,Mycobacterium tuberculosis ,embA,China
Ethambutol,Mycobacterium tuberculosis ,embA,United States and  Russia
Ethambutol,Mycobacterium tuberculosis ,embA,United States and  Russia
Ethambutol,Mycobacterium tuberculosis ,embA,United States and  Russia
Ethambutol,Mycobacterium tuberculosis ,embA,United States and  Russia
Ethambutol,Mycobacterium tuberculosis ,embA,United States and  Russia
Ethambutol,Mycobacterium tuberculosis ,embA,United States and  Russia
Ethambutol,Mycobacterium tuberculosis ,embA,United States and  Russia
Ethambutol,Mycobacterium tuberculosis ,embA,United States and  Russia
Ethambutol,Mycobacterium tuberculosis ,embA,United States and  Russia
Ethambutol,Mycobacterium tuberculosis ,embA,United States and  Russia
Ethambutol,Mycobacterium tuberculosis ,embA,United States and  Russia
Ethambutol,Mycobacterium tuberculosis ,embB,China
Ethambutol,Mycobacterium tuberculosis ,embB,China
Ethambutol,Mycobacterium tuberculosis ,embB,China
Ethambutol,Mycobacterium tuberculosis ,embB,China
Ethambutol,Mycobacterium tuberculosis ,embB,Iran
Ethambutol,Mycobacterium tuberculosis ,embB,China
Ethambutol,Mycobacterium tuberculosis ,embB,China
Ethambutol,Mycobacterium tuberculosis ,embB,China
Ethambutol,Mycobacterium tuberculosis ,embB,China
Ethambutol,Mycobacterium tuberculosis ,embB,South Africa
Ethambutol,Mycobacterium tuberculosis ,embB,China
Ethambutol,Mycobacterium tuberculosis ,embB,China
Ethambutol,Mycobacterium tuberculosis ,embB,China
Ethambutol,Mycobacterium tuberculosis ,embB,Spain
Ethambutol,Mycobacterium tuberculosis ,embB,China
Ethambutol,Mycobacterium tuberculosis ,embB,China
Ethambutol,Mycobacterium tuberculosis ,embB,Spain
Ethambutol,Mycobacterium tuberculosis ,embB,Spain
Ethambutol,Mycobacterium tuberculosis ,embB,Spain
Ethambutol,Mycobacterium tuberculosis ,embB,Spain
Ethambutol,Mycobacterium tuberculosis ,embB,Spain
Ethambutol,Mycobacterium tuberculosis ,embB,Spain
Ethambutol,Mycobacterium tuberculosis ,embB,Spain
Ethambutol,Mycobacterium tuberculosis ,embB,Spain
Ethambutol,Mycobacterium tuberculosis ,embB,Spain
Ethambutol,Mycobacterium tuberculosis ,embB,China
Ethambutol,Mycobacterium tuberculosis ,embB,China
Ethambutol,Mycobacterium tuberculosis ,embB,Spain
Ethambutol,Mycobacterium tuberculosis ,embB,Spain
Ethambutol,Mycobacterium tuberculosis ,embB,China
Ethambutol,Mycobacterium tuberculosis ,embB,China
Ethambutol,Mycobacterium tuberculosis ,embB,South Africa
Ethambutol,Mycobacterium tuberculosis ,embB,Iran
Ethambutol,Mycobacterium tuberculosis ,embB,Iran
Ethambutol,Mycobacterium tuberculosis ,embB,Iran
Ethambutol,Mycobacterium tuberculosis ,embB,Iran
Ethambutol,Mycobacterium tuberculosis ,embB,Spain
Ethambutol,Mycobacterium tuberculosis ,embB,Spain
Ethambutol,Mycobacterium tuberculosis ,embB,Spain
Ethambutol,Mycobacterium tuberculosis ,embB,Spain
Ethambutol,Mycobacterium tuberculosis ,embB,Spain
Ethambutol,Mycobacterium tuberculosis ,embB,China
Ethambutol,Mycobacterium tuberculosis ,embB,China
Ethambutol,Mycobacterium tuberculosis ,embB,Spain
Ethambutol,Mycobacterium tuberculosis ,embB,Spain
Ethambutol,Mycobacterium tuberculosis ,embB,China
Ethambutol,Mycobacterium tuberculosis ,embB,Spain
Ethambutol,Mycobacterium tuberculosis ,embB,China
Ethambutol,Mycobacterium tuberculosis ,embB,China
Ethambutol,Mycobacterium tuberculosis ,embB,China
Ethambutol,Mycobacterium tuberculosis ,embB,China
Ethambutol,Mycobacterium tuberculosis ,embB,China
Ethambutol,Mycobacterium tuberculosis ,embB,China
Ethambutol,Mycobacterium tuberculosis ,embB,Spain
Ethambutol,Mycobacterium tuberculosis ,embB,China
Ethambutol,Mycobacterium tuberculosis ,embB,China
Ethambutol,Mycobacterium tuberculosis ,embB,Spain
Ethambutol,Mycobacterium tuberculosis ,embB,Spain
Ethambutol,Mycobacterium tuberculosis ,embB,China
Ethambutol,Mycobacterium tuberculosis ,embB,China
Ethambutol,Mycobacterium tuberculosis ,embB,Spain
Ethambutol,Mycobacterium tuberculosis ,embB,China
Ethambutol,Mycobacterium tuberculosis ,embB,China
Ethambutol,Mycobacterium tuberculosis ,embB,China
Ethambutol,Mycobacterium tuberculosis ,embB,Spain
Ethambutol,Mycobacterium tuberculosis ,embB,China
Ethambutol,Mycobacterium tuberculosis ,embB,China
Ethambutol,Mycobacterium tuberculosis ,embB,China
Ethambutol,Mycobacterium tuberculosis ,embB,China
Ethambutol,Mycobacterium tuberculosis ,embB,China
Ethambutol,Mycobacterium tuberculosis ,embB,NA
Ethambutol,Mycobacterium tuberculosis ,embB,NA
Ethambutol,Mycobacterium tuberculosis ,embB,NA
Ethambutol,Mycobacterium tuberculosis ,embB,NA
Ethambutol,Mycobacterium tuberculosis ,embB,NA
Ethambutol,Mycobacterium tuberculosis ,embB,China
Ethambutol,Mycobacterium tuberculosis ,embB,China
Ethambutol,Mycobacterium tuberculosis ,embB,China
Ethambutol,Mycobacterium tuberculosis ,embB,United States and  Mexico and  Europe and  Yemen and  the Philippines and  Japan and  India
Ethambutol,Mycobacterium tuberculosis ,embB,United States and  Mexico and  Europe and  Yemen and  the Philippines and  Japan and  India
Ethambutol,Mycobacterium tuberculosis ,embB,United States and  Mexico and  Europe and  Yemen and  the Philippines and  Japan and  India
Ethambutol,Mycobacterium tuberculosis ,embB,United States and  Mexico and  Europe and  Yemen and  the Philippines and  Japan and  India
Ethambutol,Mycobacterium tuberculosis ,embB,United States and  Mexico and  Europe and  Yemen and  the Philippines and  Japan and  India
Ethambutol,Mycobacterium tuberculosis ,embB,United States and  Mexico and  Europe and  Yemen and  the Philippines and  Japan and  India
Ethambutol,Mycobacterium tuberculosis ,embB,United States and  Mexico and  Europe and  Yemen and  the Philippines and  Japan and  India
Ethambutol,Mycobacterium tuberculosis ,embB,United States and  Mexico and  Europe and  Yemen and  the Philippines and  Japan and  India
Ethambutol,Mycobacterium tuberculosis ,embB,India
Ethambutol,Mycobacterium tuberculosis ,embB,India
Ethambutol,Mycobacterium tuberculosis ,embB,India
Ethambutol,Mycobacterium tuberculosis ,embB,Germany
Ethambutol,Mycobacterium tuberculosis ,embB,India
Ethambutol,Mycobacterium tuberculosis ,embB,India
Ethambutol,Mycobacterium tuberculosis ,embB,India
Ethambutol,Mycobacterium tuberculosis ,embB,India
Ethambutol,Mycobacterium tuberculosis ,embB,Germany
Ethambutol,Mycobacterium tuberculosis ,embB,Latvia
Ethambutol,Mycobacterium tuberculosis ,embB,India
Ethambutol,Mycobacterium tuberculosis ,embB,India
Ethambutol,Mycobacterium tuberculosis ,embB,India
Ethambutol,Mycobacterium tuberculosis ,embB,India
Ethambutol,Mycobacterium tuberculosis ,embB,India
Ethambutol,Mycobacterium tuberculosis ,embB,India
Ethambutol,Mycobacterium tuberculosis ,embB,India
Ethambutol,Mycobacterium tuberculosis ,embB,India
Ethambutol,Mycobacterium tuberculosis ,embB,India
Ethambutol,Mycobacterium tuberculosis ,embB,India
Ethambutol,Mycobacterium tuberculosis ,embB,India
Ethambutol,Mycobacterium tuberculosis ,embB,India
Ethambutol,Mycobacterium tuberculosis ,embB,India
Ethambutol,Mycobacterium tuberculosis ,embB,India
Ethambutol,Mycobacterium tuberculosis ,embB,India
Ethambutol,Mycobacterium tuberculosis ,embB,South Korea
Ethambutol,Mycobacterium tuberculosis ,embB,India
Ethambutol,Mycobacterium tuberculosis ,embB,India
Ethambutol,Mycobacterium tuberculosis ,embB,India
Ethambutol,Mycobacterium tuberculosis ,embB,India
Ethambutol,Mycobacterium tuberculosis ,embB,India
Ethambutol,Mycobacterium tuberculosis ,embB,India
Ethambutol,Mycobacterium tuberculosis ,embB,India
Ethambutol,Mycobacterium tuberculosis ,embB,India
Ethambutol,Mycobacterium tuberculosis ,embB,India
Ethambutol,Mycobacterium tuberculosis ,embB,United States and  Russia
Ethambutol,Mycobacterium tuberculosis ,embB,India
Ethambutol,Mycobacterium tuberculosis ,embB,South Korea
Ethambutol,Mycobacterium tuberculosis ,embB,India
Ethambutol,Mycobacterium tuberculosis ,embB,India
Ethambutol,Mycobacterium tuberculosis ,embB,India
Ethambutol,Mycobacterium tuberculosis ,embB,India
Ethambutol,Mycobacterium tuberculosis ,embB,India
Ethambutol,Mycobacterium tuberculosis ,embB,United States and  Russia
Ethambutol,Mycobacterium tuberculosis ,embB,India
Ethambutol,Mycobacterium tuberculosis ,embB,India
Ethambutol,Mycobacterium tuberculosis ,embB,India
Ethambutol,Mycobacterium tuberculosis ,embB,United States and  Russia
Ethambutol,Mycobacterium tuberculosis ,embB,India
Ethambutol,Mycobacterium tuberculosis ,embB,India
Ethambutol,Mycobacterium tuberculosis ,embB,India
Ethambutol,Mycobacterium tuberculosis ,embB,India
Ethambutol,Mycobacterium tuberculosis ,embB,United States and  Russia
Ethambutol,Mycobacterium tuberculosis ,embB,United States and  Russia
Ethambutol,Mycobacterium tuberculosis ,embB,India
Ethambutol,Mycobacterium tuberculosis ,embB,India
Ethambutol,Mycobacterium tuberculosis ,embB,India
Ethambutol,Mycobacterium tuberculosis ,embB,India
Ethambutol,Mycobacterium tuberculosis ,embB,India
Ethambutol,Mycobacterium tuberculosis ,embB,United States and  Russia
Ethambutol,Mycobacterium tuberculosis ,embB,India
Ethambutol,Mycobacterium tuberculosis ,embB,India
Ethambutol,Mycobacterium tuberculosis ,embB,India
Ethambutol,Mycobacterium tuberculosis ,embB,Germany
Ethambutol,Mycobacterium tuberculosis ,embB,India
Ethambutol,Mycobacterium tuberculosis ,embB,India
Ethambutol,Mycobacterium tuberculosis ,embB,India
Ethambutol,Mycobacterium tuberculosis ,embB,India
Ethambutol,Mycobacterium tuberculosis ,embB,India
Ethambutol,Mycobacterium tuberculosis ,embB,Peru
Ethambutol,Mycobacterium tuberculosis ,embB,United States and  Russia
Ethambutol,Mycobacterium tuberculosis ,embB,South Korea
Ethambutol,Mycobacterium tuberculosis ,embB,India
Ethambutol,Mycobacterium tuberculosis ,embB,India
Ethambutol,Mycobacterium tuberculosis ,embB,United States and  Russia
Ethambutol,Mycobacterium tuberculosis ,embB,India
Ethambutol,Mycobacterium tuberculosis ,embB,India
Ethambutol,Mycobacterium tuberculosis ,embB,India
Ethambutol,Mycobacterium tuberculosis ,embB,India
Ethambutol,Mycobacterium tuberculosis ,embB,India
Ethambutol,Mycobacterium tuberculosis ,embB,India
Ethambutol,Mycobacterium tuberculosis ,embB,Germany
Ethambutol,Mycobacterium tuberculosis ,embB,India
Ethambutol,Mycobacterium tuberculosis ,embB,India
Ethambutol,Mycobacterium tuberculosis ,embB,India
Ethambutol,Mycobacterium tuberculosis ,embB,United States and  Russia
Ethambutol,Mycobacterium tuberculosis ,embB,India
Ethambutol,Mycobacterium tuberculosis ,embB,India
Ethambutol,Mycobacterium tuberculosis ,embB,United States and  Russia
Ethambutol,Mycobacterium tuberculosis ,embB,India
Ethambutol,Mycobacterium tuberculosis ,embB,India
Ethambutol,Mycobacterium tuberculosis ,embB,India
Ethambutol,Mycobacterium tuberculosis ,embB,India
Ethambutol,Mycobacterium tuberculosis ,embB,India
Ethambutol,Mycobacterium tuberculosis ,embB,United States and  Russia
Ethambutol,Mycobacterium tuberculosis ,embB,United States and  Russia
Ethambutol,Mycobacterium tuberculosis ,embB,India
Ethambutol,Mycobacterium tuberculosis ,embB,United States and  Russia
Ethambutol,Mycobacterium tuberculosis ,embB,Singapore
Ethambutol,Mycobacterium tuberculosis ,embB,India
Ethambutol,Mycobacterium tuberculosis ,embB,India
Ethambutol,Mycobacterium tuberculosis ,embB,India
Ethambutol,Mycobacterium tuberculosis ,embB,India
Ethambutol,Mycobacterium tuberculosis ,embB,India
Ethambutol,Mycobacterium tuberculosis ,embB,India
Ethambutol,Mycobacterium tuberculosis ,embB,India
Ethambutol,Mycobacterium tuberculosis ,embB,India
Ethambutol,Mycobacterium tuberculosis ,embB,United States and  Russia
Ethambutol,Mycobacterium tuberculosis ,embB,India
Ethambutol,Mycobacterium tuberculosis ,embB,India
Ethambutol,Mycobacterium tuberculosis ,embB,India
Ethambutol,Mycobacterium tuberculosis ,embB,India
Ethambutol,Mycobacterium tuberculosis ,embB,Singapore
Ethambutol,Mycobacterium tuberculosis ,embB,India
Ethambutol,Mycobacterium tuberculosis ,embB,India
Ethambutol,Mycobacterium tuberculosis ,embB,India
Ethambutol,Mycobacterium tuberculosis ,embB,South Korea
Ethambutol,Mycobacterium tuberculosis ,embB,Korea
Ethambutol,Mycobacterium tuberculosis ,embB,India
Ethambutol,Mycobacterium tuberculosis ,embB,Peru
Streptomycin,Bacillus subtilis,gidB / rsmG,NA
Streptomycin,Bacillus subtilis,gidB / rsmG,NA
Streptomycin,Bacillus subtilis,gidB / rsmG,NA
Streptomycin,Bacillus subtilis,gidB / rsmG,NA
Streptomycin,Bacillus subtilis,gidB / rsmG,NA
Streptomycin,Bacillus subtilis,gidB / rsmG,NA
Streptomycin,Bacillus subtilis,gidB / rsmG,NA
Streptomycin,Bacillus subtilis,gidB / rsmG,NA
Streptomycin,Bacillus subtilis,gidB / rsmG,NA
Streptomycin,Bacillus subtilis,gidB / rsmG,NA
Streptomycin,Bacillus subtilis,gidB / rsmG,NA
Streptomycin,Bacillus subtilis,gidB / rsmG,NA
Streptomycin,Bacillus subtilis,gidB / rsmG,NA
Streptomycin,Bacillus subtilis,gidB / rsmG,NA
Streptomycin,Bacillus subtilis,gidB / rsmG,NA
Streptomycin,Bacillus subtilis,gidB / rsmG,NA
Streptomycin,Bacillus subtilis,rpsL,NA
Streptomycin,Bacillus subtilis,rpsL,NA
